,emotion,talk
110,Anger,미치다. 같이 준비 하다 하다 결혼 인데 나 만 준비 하고 나 만 힘드다 것 같다 ! 모든 걸 다 나 한테 만 뜨다 맡기다 알다 하란 식이 야. 지금 하다 하다 게 얼마나 많다. 그냥 내버리다 두다 지금 까지 나 혼자 서 모든 걸 다 하다. 오늘 상의 하다 보다.
111,Sadness,결혼 은 남자 여자 가 같다 왜 출산 과 육아 는 여자 의 몫 이다 ? 결혼 한 친구 들 이 다 저렇게 말 하다. 나다 같다 생각 이야. 그래서 결혼 과 출산 문제 를 부정 적 으로 생각 하다 되다 것 같다.
112,Anxiety,결혼 적령 기 가 지나 버리다. 이대로 결혼 을 못 하다 평생 혼자 지내다 어쩌나 회의 가 들다. 너무 조급하다 생각 하다 않다. 언젠가 내다 맞다 인연 을 꼭 만나다 좋다.
113,Sadness,남자친구 와 어젯밤 에 크게 다투다. 그래서 오늘 종일 회사 일도 손 에 안 잡히다 우울하다. 화가 많이 나다 생각 해보다 내 잘못 이 크다 것 같다. 내일 저녁 에 만나다 미안하다 사과 하다.
114,Sadness,다음 달 에 결혼 하다 돼다 가족 들 과 떨어지다 살다 해. 그동안 부모님 께 효도 한 게 없다 있다 때 좀 더 잘 해드리다 걸. 결혼 을 좀 더 나중 으로 미루다 하다 걸 그렇다. 결혼 후 에는 지방 으로 멀리 가야 하다 친구 들 과도 멀어지다. 괜히 결혼 하다 하다 보다. 요즘 은 그래도 영상통화 가 있다 자주 얼굴 을 보고 통화 하다 거야.
115,Sadness,모든 집안일 을 내 가 다 하다 너무 힘 이 들어서다 결혼 한 것 이 후회 스럽다. 주말 만이라도 집안일 을 도와주다 수 없다 물어보다.
116,Sadness,친구 가 정말 괜찮다 사람 이라 며 소개 를 주선 하다. 그런데 직접 만나다 보다 대화 도 안 통 하고 외모 도 마음 에 들다 않다. 음식 을 가리다 않다 자다 먹다 인사 성 이 좋다 것 같다. 생각 해보다 작다 행동 들 이지만 좋다 부분 도 있다. 내 가 너무 한쪽 에 치우치다 성급하다 사람 을 판단 하다 것 같다.
117,Anxiety,두 달 뒤 에 출산 을 앞두다 있다 노산 이라서 문제 없이 순산 하다 수 있다 걱정 되다 두렵다. 병원 에 주 기적 으로 가다 검진 을 받다 있다 특별하다 문제 되다 것 은 없다 하다. 마음 을 차분하다 가지 라고 조언 해주다.
118,Anxiety,내 연 애사 는 내 사생활 이라 얘기 하다 싫다 직장 에서 자꾸 물어보다 스트레스 받다. 애인 은 어떻다 회사 에 다니다 등 도 가 지나치다 질문 을 너무 많이 해. 이렇다 식이 면 회사 를 그만두다 싶다. 동료 들 에게 솔직하다 공과 사르다 구별 하다 달라 고 터 놓다 이야기 하다 하다 것 같다.
119,Wound,결혼 준비 중 이다 파혼 하다. 너무 상처 받다. 내 친구 중 에 나 처럼 파혼 하다 친구 가 있다 그 친구 가 내 맘 을 가장 자다 알아주다 것 같다.
120,Anxiety,나 만 빼다 주변 에 모든 친구 가 결혼 하다. 나 혼자 만 평생 미혼 이다 보다 초조하다. 하지만 지금 은 결혼 하고 싶다 않다. 좀 더 내 생활 을 즐기다 결혼 은 몇 년 뒤 에 하다 싶다. 삼 년 정도 후 에 하다 싶다. 지금 은 직장 에서 하다 일이 너무 즐겁다.
121,Wound,난 스무 살 에 결혼 하다 여태 전 업주 부로 지내다. 내 가 너무 결혼 을 빨리 한 거 같다 억울하다. 난 늘 집안일 과 육아 에 치 이고 살다 친구 중 하다 명 은 얼마 전 에 해외여행 을 다녀오다. 너무 멋있다 보이다. 그래도 집안일 에는 정말 자신 이 있다 사랑스럽다 아이 도 올해 벌써 초등학생 이 되어다.
122,Joy,지난주 에 결혼 때문 에 양가 부모님 들 을 모시 고 상견례 를 하다. 다 들다 결혼 에 찬성 하다 안도 하다. 내 조 부모님 들 을 찾아보다 하다 데 문제 없다 것 같다. 나르다 끄다 찍 이 아끼다 내 가 하다 일 에는 항상 좋다 해주다.
123,Anger,내 남자친구 는 기념일 을 항상 잊어버리다 짜증 나. 다른 연인 들 은 기념일 에 깜짝 파티 도 하다 즐겁다 보내다. 난 정말 불만 이야. 내년 새해 에 달력 이라도 선물 해주다 하다 보다. 일 년 동안 모든 기념일 을 달력 에 다 표시 하다 줄 거야.
124,Sadness,남편 이 교통사고 를 당하다 병원 에 입원 하다. 병원 치료 도 일 년 은 걸리다 것 같다 대서 너무 비통하다 심정 이야. 이제 막 신혼 이다 어떻다 갑자기 나 한테 이렇다 일이 생기지 ? 믿어지다 않다 너무 슬프다. 난 직장 에 나가야 하다 남편 을 종일 간호 하다 수가 없다. 다행하다 남편 의 여동생 과 어머니 께서 교대 로 도와주다 하다.
125,Wound,얼마 전 에 딸아이 를 낳다 아이 가 나 는 닮다 않다 아빠 만 닮다. 주변 에서 남자 아기 냐 고 오해해 서 충격 이야. 심지어 우리 가족 들 도 남자 아기 같다 장군 처럼 듬직하다 생기다 해. 단 하다 명도 예쁘다 얘기 해주다 않다. 너무 예쁘다 사랑스럽다. 살 도 오르다 부기 도 빠지다 여자 아기 느낌 이 나다 예쁘다 있다 것 같다.
126,Joy,결혼 한 지다 십 년 차고 나이 도 삼십 대다 후반 이지만 난 아직 아이 낳다 문제 에 있다 느긋하다. 요즘 은 의학 기술 이 발달 하다 나이 가 많다 산모 도 순산 하다 걸 자주 보고 들다. 남편 과 상의 하다 아이 는 삼 년 뒤 쯤 낳다 거 로 결론 지다.
127,Anxiety,지금 임신 초기 야. 첫 아기 를 유산 한 경험 이 있다 이번 에도 그렇게 되다 보다 너무 초조하다. 너무 불안하다 잠도 안 오다 식사 도 못 하다. 집 밖 으로 나가다 못 하고 있다. 내일 일찍 병원 진료 를 예약 하다 두다. 검사 결과 아무렇다 이상 도 없다 좋다.
128,Wound,남편 은 매일 야근 이라 난 항상 집 에 혼자 있다 끝없다 집안일 은 정말 지긋지긋하다. 결혼 은 정말 괴롭다 현실 이야. 줌바 댄스 를 배우다 하다 기분 전환 이 되어다 좋다.
129,Joy,주변 친구 들 은 다 들다 결혼 하고 싶다 소개팅 에 안달 인데 난 아직 연애 에 대해 느긋하다. 어른 들 말 이 때 가 되다 다 짝 이 나타나다 들다 하다. 나다 열심히 생활 하다 보다 내 짝 을 만나다 되다.
130,Sadness,결혼 하다 싫다 부모님 이 결혼 하 라고 재촉 하다 우울하다. 결혼 은 남녀 가 마음 이 맞다 원하다 하다 것 이지 모두 가 다 하다 하다 것 은 아니다 생각 하다.
131,Panic,이 나이 먹다 연애 하다 번 못 해봤다. 스스로 가 정말 한심하다. 성격 이 좋다 사람 을 만나다 싶다.
132,Anxiety,오랜 시간 연애 하다 이제 는 결혼 하다 하다 조금 고민 돼다. 결혼 은 하다 싶다 아직 준비 가 안 되다 것 같다 선택 하다 신중하다 지고 있다.
133,Anger,결혼 하다 아이 를 꼭 낳다 하다 ? 아이 를 꼭 낳다 않다 되다 생각 하다. 아직 은 낳다 싶다 마음 도 없다 준비 도 되어다 않다.
134,Joy,나 어제 남자친구 한테 프러포즈 받다. 말로 표현 하다 수 없다 정도 로 기쁘다. 내년 봄 에 결혼식 을 하다 예정 이라서 이제 부터 준비 하다 해.
135,Sadness,내 친구 들 은 다 결혼 하다 나 만 아직 남자친구 도 없다. 친구 들 사이 에 있다 내 가 너무 초라하다. 글쎄. 나 는 평범하다 생각 하다 주위 에서는 내 가 자다 웃다 않다 해. 음. 이제 억지로 라도 웃다 연습 을 하다.
136,Wound,나 어제 남자친구 랑 싸우다. 어제 늦다 야근 하다 연락 을 못 하다 건데 일부러 무시 하다 생각 하다. 정말 억울하다.
137,Anger,아 오늘 은 왜 이렇게 짜증 이 나다 ? 오늘 생일 인 친구 가 있다 친구 들 이 모 여서 같이 밥 먹다 그 친구 가 결혼 한 대. 그 친구 에 비 하다 나 는 정말 안 예쁘다 것 같다. 그래서 연애 도 못 하다 있다 건가 ? 짜증 나다 우울하다.
138,Wound,결혼 준비 가 이렇게 힘들다 마음 이 괴롭다 줄 은 생각 도 못 하다. 내 결혼 인데 주변 집안 의 사람 들 눈치 도 보다 하다 차다 괴롭다 힘들다.
139,Sadness,나 오늘 도 남자친구 랑 싸우다 오다. 벌써 몇 번째 싸우다 건지다 모르다. 자기 가 뭐 든 자다 것 처럼 시치미 를 떼 니까 괜히 화가 나다 짜증 나다 그렇다. 정말 ? 나 만 그렇게 생각 하다 건 아니다 ?
140,Sadness,나 오늘 너무 슬프다. 남자친구 랑 헤어지다. 나 지금 너무 울 고 싶다.
141,Sadness,아 어떡하다 ? 나 아무래도 말실수 를 하다 것 같다. 아 남자친구 랑 돈 얘기 를 하다 아무래도 남자친구 기분 을 상하 게 하다 것 같다.
142,Panic,내 가 아직 연애 를 못 하다 있다 건 내 가 뚱뚱하다 못 하다 걸다 ? 요즘 에 그렇다 생각 이 자주 들다. 놀리다 사람 은 없다 나 만 연애 를 못 하다 있다 마치 내 가 바보 가 되다 것 같다. 그렇다 오히려 다행 인 건가 ? 나오다 맞다 사람 이 나타나다 나다 연애 하다 수 있다 얘기 잖다.
143,Joy,결혼 하고 내 집 을 갖다 되다 일이 이렇게 행복하다 일인 줄 모르다. 내 편이 생기 고 내 집 이 생기 고 어딜 가다 내 가 돌아오다 곳 이 있다 지금 이 차다 좋다. 집주인 을 자다 못 만나다 가끔 기분 상하 는 일이 생기다. 그래서 내 집 을 가지 고 싶다.
144,Anxiety,남자친구 어머니 는 차다 욕심 이 많다 것 같다. 벌써 요구 하다 것 들 이 차다 많다. 우리 둘이서 는 차다 좋다 어머니 를 뵙다 나다 정말 이 사람 이 맞다 하다 생각 이 많이 들다.
145,Wound,알다 후배 동생 이 얼마 전 에 결혼 하다 생일 선물 로 시부모 님 께 현금 을 받다. 솔직하다 부럽다 기도 하다 샘 도 나다. 난 아직 애인 도 없다. 한숨 이 나오다 그렇다.
146,Wound,나 오늘 남자친구 한테 차이다. 그만 만나다 먼저 말 하다. 아깝다 좀 많이 울다 지금 은 아무 생각 이 없다. 정말 가슴 에 총 이라도 맞다 것 처럼 그냥 아프다.
147,Anxiety,주말 에 친구 가 결혼 하다 너무 우울하다. 이러다가 나 만 남다 거 아니다 초조하다. 응. 나 만 뒤 처지다 것 같다 지금 까지 뭐 한 건지다 모르다. 사실 은 친구 가 멀어지다 보다 두렵다. 나 랑 연락 도 안 하다 어쩌지 ?
148,Anxiety,이 나이 에 결혼 하다 게 맞다 ? 너무 일찍 결혼 하다 내 생활 이 없다 것 같다.
149,Joy,결혼 은 꼭 하다 되다 걸다 ? 부모님 이나 주변 지인 이나 만나다 항상 하다 소리 가 결혼 안 하다 애 는 어떻다 하다 거 냐 늘다 말 만 하다. 선택 적 인 것 이라고 생각 하다.
150,Wound,이제 는 누굴 만나다 새롭다 연애 하다 것 도 귀찮다 어렵다. 사실 은 연애 하고 싶다. 주위 에 사람 이 없다 보다 귀찮다 자기 합리화 하다 돼다. 친구 한테 소개 하다 달라 고 해보다 ?
151,Panic,나 는 모성애 가 별로 없다 것 같다. 아이 가 밤 에 울면 화가 나다 때로는 그냥 집 을 뛰어나가다 싶다. 이렇다 나 자신 에 당황 스럽다. 남편 은 별로 도움 이 안 되다. 친정엄마 는 멀리 계시다.
152,Joy,시댁 에서 식기세척기 를 사주다. 시어머니 가 때론 우리 엄마 보다 나르다 자다 챙기다 것 같다. 정말 고맙다. 나다 시댁 에 앞 으로 더 잘 하다 노력 하다. 연락 도 자주 하다.
153,Panic,결혼 하다 남편 따르다 타지 로 이사 오다 너무 외로워. 친구 들 도 너무 멀다 남편 은 바쁘다. 안 그래도 아파트 입 주민 커뮤니티 에 가입 하다. 육아 정보 도 좀 얻다.
154,Joy,남편 이 생일 선물 로 다이아몬드 반지 를 주다. 결혼 하다 때 빠듯 한 예산 으로 다이아몬드 반지 를 못 맞추다 게 마음 에 걸리다 보다. 정말 고맙다. 나다 남편 생일 에 좋다 선물 을 하다.
155,Panic,회사 에서 다 들다 나르다 두다 수군거리다 것 같다. 나 만 나이 가 많다 결혼 을 못 하다. 다 들다 노처녀 라고 수군거리다 것 같다 하다. 친구 한테 상담 하다 달라 고 하다.
156,Joy,야호 ! 드디어 바라다 아이 가 생기다. 응. 결혼 한 지다 오 년 이 지나다 임신 이 되다 않다 정말 힘들다. 기다리다 만큼 예쁘다 소중하다 키우다 거야.
157,Anxiety,나이 가 스물 아홉 살이 되다 남자친구 와 결혼 을 빨리 서두르다 하나 싶다 마음 이 조급하다. 여자 인 나 는 출산 문제 도 있다 더 조급하다 것 같다. 남자친구 는 아직 결혼 생각 이 없다 것 같다. 모르다. 남자친구 에게 얘기 해보다 해.
158,Joy,남자친구 와 관계 가 정말 안정 적 이야. 처음 엔 다툼 이 많다 시간 이 지나다 서로서로 알 아가서 적응하다 것 같다. 힘드다 걸 참고 끝 까지 견디다 게 도움 이 되다 거 같다.
159,Joy,몸 상태 가 영 안 좋다 오늘 병원 에 가다 임신 하다 ! 결혼 한 지다 오 년 정도 되어다 임신 하다 기미 가 보이지 않다 마음 고생 이 심하다. 늦다 얻다 되다 아이 인 만큼 더 자다 키우다 거야.
160,Anger,나 는 연애 는 하다 싶다 결혼 은 절대 하다 싶다 않다. 일단 시댁 이라는 존재 자체 가 너무 싫다 임신 과 출산 도 싫다. 결혼 이라는 모든 것 이 다 성가시다. 혼자 만의 시간 을 많이 가지다 수 있다.
161,Joy,나 다음 달 에 결혼식 을 하다 돼다. 응. 지금 너무 정신 이 없다. 원래 는 이렇게 빨리 하다 생각 이 없다 애가 갑작스럽다 들어서다 바람 에. 당황 스럽지 만 차분하다 결혼 준비 를 하다.
162,Anxiety,원래 는 결혼 하다 생각 이 없다 요즘 은 왠지 결혼 을 하다 하나 ? 하다 생각 이 들다. 주위 사람 들 의 결혼 소식 과 안 좋다 시선 이 그렇다 생각 을 들다 해. 사실 어떻다 하다 하다 모르다.
163,Joy,나 는 이 나이 먹다 연애 하다 보다 적 이 하다 번 도 없다. 예전 엔 연애 를 시도 해봤다 자다 안 되다 더 라고. 가끔 하다 싶다 생각 이 들다 기도 하지만 예전 보다는 느긋하다 거 같다. 내 삶 에서 연애 는 별 도움 이 안 되다 거 같다.
164,Anxiety,이제 이주 만 지나다 출산 예정일 이야. 그렇다 한데 출산 도중 내 가 죽다 아이 가 건강하다 태어나다 않다 걱정 돼다. 남편 이 계속 옆 에 있다 주다 좋다.
165,Anxiety,이제 결혼 일 년 차 인데 벌써 시어머니 가 아기 를 기대하다 부담스럽다. 아직 남편 과 나 는 준비 가 안 돼다 있다 생각 하다 결혼 삼 년 차 부터 아기 를 가지다 생각 하다. 모르다. 빨리 말씀드리다.
166,Panic,이제 막 대학교 졸업 을 하다 벌써 친척 들 이 결혼 은 언제 하다 생각 이냐 고 물어보다. 몇몇 삼촌 은 내 가 직장인 인 줄 알다 것 같다. 사실 우리 가족 은 몇 년 에 하다 번 다 같이 모이다. 이번 에 다 같이 모이다 날 말 하다.
167,Sadness,이번 연도 에 결혼 예정 이다 코로나 가 터지다 나서다 다 무산 되어다 버리다. 내년 에 하다 계획 중 인데 아직 확실하다 않다. 혹 여 나 코로나 가 내년 까지 종식 이 되다 않다 더 미루다 것 같다. 이르다 결혼 을 하다 수 있다 모르다.
